head;relation;tail
insurance underwriters;exactMatch;insurance underwriters
miscellaneous computer occupations;exactMatch;miscellaneous computer occupations
personal financial advisors;exactMatch;personal financial advisors
computer systems analysts;exactMatch;computer systems analysts
health informatics specialists;exactMatch;health informatics specialists
geographic information systems technologists and technicians;exactMatch;geographic information systems technologists and technicians
web administrators;exactMatch;web administrators
computer occupations, all other;exactMatch;computer occupations, all other
video game designers;exactMatch;video game designers
web and digital interface designers;exactMatch;web and digital interface designers
web developers;exactMatch;web developers
software quality assurance analysts and testers;exactMatch;software quality assurance analysts and testers
software developers;exactMatch;software developers
computer programmers;exactMatch;computer programmers
data warehousing specialists;exactMatch;data warehousing specialists
telecommunications engineering specialists;exactMatch;telecommunications engineering specialists
network and computer systems administrators;exactMatch;network and computer systems administrators
database architects;exactMatch;database architects
database administrators;exactMatch;database administrators
computer network architects;exactMatch;computer network architects
computer user support specialists;exactMatch;computer user support specialists
computer network support specialists;exactMatch;computer network support specialists
information security analysts;exactMatch;information security analysts
penetration testers;exactMatch;penetration testers
financial and investment analysts;exactMatch;financial and investment analysts
appraisers of personal and business property;exactMatch;appraisers of personal and business property
human resources specialists;exactMatch;human resources specialists
customs brokers;exactMatch;customs brokers
regulatory affairs specialists;exactMatch;regulatory affairs specialists
coroners;exactMatch;coroners
government property inspectors and investigators;exactMatch;government property inspectors and investigators
equal opportunity representatives and officers;exactMatch;equal opportunity representatives and officers
environmental compliance inspectors;exactMatch;environmental compliance inspectors
insurance appraisers, auto damage;exactMatch;insurance appraisers, auto damage
claims adjusters, examiners, and investigators;exactMatch;claims adjusters, examiners, and investigators
purchasing agents, except wholesale, retail, and farm products;exactMatch;purchasing agents, except wholesale, retail, and farm products
wholesale and retail buyers, except farm products;exactMatch;wholesale and retail buyers, except farm products
buyers and purchasing agents, farm products;exactMatch;buyers and purchasing agents, farm products
miscellaneous business operations specialists;exactMatch;miscellaneous business operations specialists
market research analysts and marketing specialists;exactMatch;market research analysts and marketing specialists
training and development specialists;exactMatch;training and development specialists
compensation, benefits, and job analysis specialists;exactMatch;compensation, benefits, and job analysis specialists
fundraisers;exactMatch;fundraisers
farm labor contractors;exactMatch;farm labor contractors
appraisers and assessors of real estate;exactMatch;appraisers and assessors of real estate
labor relations specialists;exactMatch;labor relations specialists
project management specialists;exactMatch;project management specialists
miscellaneous financial specialists;exactMatch;miscellaneous financial specialists
tax examiners, collectors and preparers, and revenue agents;exactMatch;tax examiners, collectors and preparers, and revenue agents
credit counselors and loan officers;exactMatch;credit counselors and loan officers
financial examiners;exactMatch;financial examiners
financial analysts and advisors;exactMatch;financial analysts and advisors
credit analysts;exactMatch;credit analysts
budget analysts;exactMatch;budget analysts
property appraisers and assessors;exactMatch;property appraisers and assessors
accountants and auditors;exactMatch;accountants and auditors
security management specialists;exactMatch;security management specialists
