head;relation;tail
museum director;exactMatch;museum director
publications coordinator;exactMatch;publications coordinator
medical laboratory manager;exactMatch;medical laboratory manager
translation agency manager;exactMatch;translation agency manager
water conservation technician;exactMatch;water conservation technician
assistant clinical psychologist;exactMatch;assistant clinical psychologist
dietetic technician;exactMatch;dietetic technician
irrigation technician;exactMatch;irrigation technician
pipeline maintenance worker;exactMatch;pipeline maintenance worker
plumber;exactMatch;plumber
drain technician;exactMatch;drain technician
heating technician;exactMatch;heating technician
sewerage network operative;exactMatch;sewerage network operative
gas service technician;exactMatch;gas service technician
bathroom fitter;exactMatch;bathroom fitter
sprinkler fitter;exactMatch;sprinkler fitter
plumbers and pipe fitters;exactMatch;plumbers and pipe fitters
advertising media planner;exactMatch;advertising media planner
marketing assistant;exactMatch;marketing assistant
online marketer;exactMatch;online marketer
chiropractic assistant;exactMatch;chiropractic assistant
ebusiness manager;exactMatch;ebusiness manager
social security administrator;exactMatch;social security administrator
strategic planning manager;exactMatch;strategic planning manager
waste broker;exactMatch;waste broker
shipbroker;exactMatch;shipbroker
fish cook;exactMatch;fish cook
grill cook;exactMatch;grill cook
diet cook;exactMatch;diet cook
industrial cook;exactMatch;industrial cook
cook;exactMatch;cook
cooks;exactMatch;cooks
temperature screener ;exactMatch;temperature screener 
covid tester ;exactMatch;covid tester 
anaesthetic technician;exactMatch;anaesthetic technician
tourism policy director;exactMatch;tourism policy director
cigar brander;exactMatch;cigar brander
museum scientist;exactMatch;museum scientist
information technology trainers;exactMatch;information technology trainers
amusement and recreation attendant;exactMatch;amusement and recreation attendant
elementary workers not elsewhere classified;exactMatch;elementary workers not elsewhere classified
concrete pump operator;exactMatch;concrete pump operator
aircraft fuel system operator;exactMatch;aircraft fuel system operator
cargo vehicle driver;exactMatch;cargo vehicle driver
live animal transporter;exactMatch;live animal transporter
moving truck driver;exactMatch;moving truck driver
refuse vehicle driver;exactMatch;refuse vehicle driver
fire service vehicle operator;exactMatch;fire service vehicle operator
dangerous goods driver;exactMatch;dangerous goods driver
heavy truck and lorry drivers;exactMatch;heavy truck and lorry drivers
leather goods quality controller;exactMatch;leather goods quality controller
metal product quality control inspector;exactMatch;metal product quality control inspector
usher;exactMatch;usher
footwear quality controller;exactMatch;footwear quality controller
database developer;exactMatch;database developer
data warehouse designer;exactMatch;data warehouse designer
database administrator;exactMatch;database administrator
database integrator;exactMatch;database integrator
database designers and administrators;exactMatch;database designers and administrators
chromatographer;exactMatch;chromatographer
metrology technician;exactMatch;metrology technician
physics technician;exactMatch;physics technician
meteorology technician;exactMatch;meteorology technician
remote sensing technician;exactMatch;remote sensing technician
leather laboratory technician;exactMatch;leather laboratory technician
radiation protection technician;exactMatch;radiation protection technician
food analyst;exactMatch;food analyst
database designer;exactMatch;database designer
nuclear technician;exactMatch;nuclear technician
advertising installer;exactMatch;advertising installer
locker room attendant;exactMatch;locker room attendant
ornamental metal worker;exactMatch;ornamental metal worker
heat treatment furnace operator;exactMatch;heat treatment furnace operator
thread rolling machine operator;exactMatch;thread rolling machine operator
screw machine operator;exactMatch;screw machine operator
chain making machine operator;exactMatch;chain making machine operator
briquetting machine operator;exactMatch;briquetting machine operator
upsetting machine operator;exactMatch;upsetting machine operator
metal working machine tool setters and operators;exactMatch;metal working machine tool setters and operators
back office specialist;exactMatch;back office specialist
auditing clerk;exactMatch;auditing clerk
insurance clerk;exactMatch;insurance clerk
property assistant;exactMatch;property assistant
tax clerk;exactMatch;tax clerk
laundromat attendant;exactMatch;laundromat attendant
foreign exchange cashier;exactMatch;foreign exchange cashier
statistical, finance and insurance clerks;exactMatch;statistical, finance and insurance clerks
public relations manager;exactMatch;public relations manager
advertising manager;exactMatch;advertising manager
communication manager;exactMatch;communication manager
advertising and public relations managers;exactMatch;advertising and public relations managers
legal service manager;exactMatch;legal service manager
carpet fitter;exactMatch;carpet fitter
hardwood floor layer;exactMatch;hardwood floor layer
resilient floor layer;exactMatch;resilient floor layer
tile fitter;exactMatch;tile fitter
floor layers and tile setters;exactMatch;floor layers and tile setters
cloak room attendant;exactMatch;cloak room attendant
attraction operator;exactMatch;attraction operator
investment clerk;exactMatch;investment clerk
computer numerical control machine operator;exactMatch;computer numerical control machine operator
soil surveying technician;exactMatch;soil surveying technician
material testing technician;exactMatch;material testing technician
sewerage cleaner;exactMatch;sewerage cleaner
drapery and carpet cleaner;exactMatch;drapery and carpet cleaner
other cleaning workers;exactMatch;other cleaning workers
securities analyst;exactMatch;securities analyst
investment analyst;exactMatch;investment analyst
insurance rating analyst;exactMatch;insurance rating analyst
mergers and acquisitions analyst;exactMatch;mergers and acquisitions analyst
middle office analyst;exactMatch;middle office analyst
financial analyst;exactMatch;financial analyst
financial analysts;exactMatch;financial analysts
landscape designer;exactMatch;landscape designer
landscape architect;exactMatch;landscape architect
landscape architects;exactMatch;landscape architects
swimming facility attendant;exactMatch;swimming facility attendant
carpenter;exactMatch;carpenter
fireplace installer;exactMatch;fireplace installer
window installer;exactMatch;window installer
kitchen unit installer;exactMatch;kitchen unit installer
door installer;exactMatch;door installer
frame maker;exactMatch;frame maker
carpenters and joiners;exactMatch;carpenters and joiners
live chat operator;exactMatch;live chat operator
customer contact centre information clerk;exactMatch;customer contact centre information clerk
contact centre information clerks;exactMatch;contact centre information clerks
ict quality assurance manager;exactMatch;ict quality assurance manager
ict test analyst;exactMatch;ict test analyst
ict disaster recovery analyst;exactMatch;ict disaster recovery analyst
ict change and configuration manager;exactMatch;ict change and configuration manager
staircase installer;exactMatch;staircase installer
hydrographic surveying technician;exactMatch;hydrographic surveying technician
journalists;exactMatch;journalists
broadcast news editor;exactMatch;broadcast news editor
geology technician;exactMatch;geology technician
chemistry technician;exactMatch;chemistry technician
chemical and physical science technicians;exactMatch;chemical and physical science technicians
stagehand;exactMatch;stagehand
special forces officer;exactMatch;special forces officer
warfare specialist;exactMatch;warfare specialist
sergeant;exactMatch;sergeant
army corporal;exactMatch;army corporal
non-commissioned armed forces officers;exactMatch;non-commissioned armed forces officers
voice-over artist;exactMatch;voice-over artist
actor/actress;exactMatch;actor/actress
actors;exactMatch;actors
picture editor;exactMatch;picture editor
journalist;exactMatch;journalist
magazine editor;exactMatch;magazine editor
entertainment journalist;exactMatch;entertainment journalist
business journalist;exactMatch;business journalist
political journalist;exactMatch;political journalist
foreign correspondent;exactMatch;foreign correspondent
vlogger;exactMatch;vlogger
newspaper editor;exactMatch;newspaper editor
critic;exactMatch;critic
fact checker;exactMatch;fact checker
editor-in-chief;exactMatch;editor-in-chief
blogger;exactMatch;blogger
sports journalist;exactMatch;sports journalist
columnist;exactMatch;columnist
crime journalist;exactMatch;crime journalist
copy editor;exactMatch;copy editor
software tester;exactMatch;software tester
laser marking machine operator;exactMatch;laser marking machine operator
boring machine operator;exactMatch;boring machine operator
civil registrar;exactMatch;civil registrar
legal secretaries;exactMatch;legal secretaries
choreographer;exactMatch;choreographer
dancer;exactMatch;dancer
dancers and choreographers;exactMatch;dancers and choreographers
business coach;exactMatch;business coach
corporate trainer;exactMatch;corporate trainer
corporate training manager;exactMatch;corporate training manager
training and staff development professionals;exactMatch;training and staff development professionals
transport equipment painter;exactMatch;transport equipment painter
lacquer spray gun operator;exactMatch;lacquer spray gun operator
surface treatment operator;exactMatch;surface treatment operator
spray painters and varnishers;exactMatch;spray painters and varnishers
legal administrative assistant;exactMatch;legal administrative assistant
camping ground operative;exactMatch;camping ground operative
visual merchandiser;exactMatch;visual merchandiser
merchandiser;exactMatch;merchandiser
set designer;exactMatch;set designer
interior designer;exactMatch;interior designer
miniature set designer;exactMatch;miniature set designer
set builder;exactMatch;set builder
interior designers and decorators;exactMatch;interior designers and decorators
physiotherapy assistant;exactMatch;physiotherapy assistant
shiatsu practitioner;exactMatch;shiatsu practitioner
sophrologist;exactMatch;sophrologist
massage therapist;exactMatch;massage therapist
physiotherapy technicians and assistants;exactMatch;physiotherapy technicians and assistants
after-sales service technician;exactMatch;after-sales service technician
scenic painter;exactMatch;scenic painter
solar energy sales consultant;exactMatch;solar energy sales consultant
personal care workers in health services not elsewhere classified;exactMatch;personal care workers in health services not elsewhere classified
hospital porter;exactMatch;hospital porter
cylinder filler;exactMatch;cylinder filler
packaging and filling machine operator;exactMatch;packaging and filling machine operator
footwear finishing and packing operator;exactMatch;footwear finishing and packing operator
packing, bottling and labelling machine operators;exactMatch;packing, bottling and labelling machine operators
domestic butler;exactMatch;domestic butler
bed and breakfast operator;exactMatch;bed and breakfast operator
domestic housekeeper;exactMatch;domestic housekeeper
domestic housekeepers;exactMatch;domestic housekeepers
video and motion picture director;exactMatch;video and motion picture director
performance lighting director;exactMatch;performance lighting director
casting director;exactMatch;casting director
production designer;exactMatch;production designer
stage director;exactMatch;stage director
phlebotomist;exactMatch;phlebotomist
technical director;exactMatch;technical director
director of photography;exactMatch;director of photography
checkout supervisor;exactMatch;checkout supervisor
shop supervisor;exactMatch;shop supervisor
shop supervisors;exactMatch;shop supervisors
ict security technician;exactMatch;ict security technician
ict help desk manager;exactMatch;ict help desk manager
ict help desk agent;exactMatch;ict help desk agent
ict technician;exactMatch;ict technician
information and communications technology user support technicians;exactMatch;information and communications technology user support technicians
mine shift manager;exactMatch;mine shift manager
mine supervisor;exactMatch;mine supervisor
mining supervisors;exactMatch;mining supervisors
sterile services technician;exactMatch;sterile services technician
animation director;exactMatch;animation director
metal planer operator;exactMatch;metal planer operator
technical sales representative;exactMatch;technical sales representative
medical sales representative;exactMatch;medical sales representative
family planning counsellor;exactMatch;family planning counsellor
drug and alcohol addiction counsellor;exactMatch;drug and alcohol addiction counsellor
bereavement counsellor;exactMatch;bereavement counsellor
marriage counsellor;exactMatch;marriage counsellor
car and van delivery driver;exactMatch;car and van delivery driver
parking valet;exactMatch;parking valet
hearse driver;exactMatch;hearse driver
taxi driver;exactMatch;taxi driver
patient transport services driver;exactMatch;patient transport services driver
armoured car driver;exactMatch;armoured car driver
private chauffeur;exactMatch;private chauffeur
car, taxi and van drivers;exactMatch;car, taxi and van drivers
library assistant;exactMatch;library assistant
sexual violence counsellor;exactMatch;sexual violence counsellor
library clerks;exactMatch;library clerks
stamping press operator;exactMatch;stamping press operator
fitter and turner;exactMatch;fitter and turner
spark erosion machine operator;exactMatch;spark erosion machine operator
router operator;exactMatch;router operator
drilling machine operator;exactMatch;drilling machine operator
scrap metal operative;exactMatch;scrap metal operative
swaging machine operator;exactMatch;swaging machine operator
gear machinist;exactMatch;gear machinist
oxy fuel burning machine operator;exactMatch;oxy fuel burning machine operator
metal nibbling operator;exactMatch;metal nibbling operator
drill press operator;exactMatch;drill press operator
straightening machine operator;exactMatch;straightening machine operator
moulding machine operator;exactMatch;moulding machine operator
plasma cutting machine operator;exactMatch;plasma cutting machine operator
sales engineer;exactMatch;sales engineer
aircraft engine mechanics and repairers;exactMatch;aircraft engine mechanics and repairers
aircraft maintenance coordinator;exactMatch;aircraft maintenance coordinator
renewable energy consultant;exactMatch;renewable energy consultant
technical and medical sales professionals (excluding ict);exactMatch;technical and medical sales professionals (excluding ict)
steeplejack;exactMatch;steeplejack
demolition worker;exactMatch;demolition worker
manufactured wooden building assembler;exactMatch;manufactured wooden building assembler
construction scaffolder;exactMatch;construction scaffolder
building frame and related trades workers not elsewhere classified;exactMatch;building frame and related trades workers not elsewhere classified
timber trader;exactMatch;timber trader
set buyer;exactMatch;set buyer
purchaser;exactMatch;purchaser
standalone public buyer;exactMatch;standalone public buyer
costume buyer;exactMatch;costume buyer
buyers;exactMatch;buyers
aircraft de-icer installer;exactMatch;aircraft de-icer installer
software analyst;exactMatch;software analyst
cloud engineer;exactMatch;cloud engineer
user interface developer;exactMatch;user interface developer
software architect;exactMatch;software architect
software developers;exactMatch;software developers
slitter operator;exactMatch;slitter operator
edge bander operator;exactMatch;edge bander operator
stationary plant and machine operators not elsewhere classified;exactMatch;stationary plant and machine operators not elsewhere classified
monk/nun;exactMatch;monk/nun
pastoral worker;exactMatch;pastoral worker
religious associate professionals;exactMatch;religious associate professionals
aircraft maintenance technician;exactMatch;aircraft maintenance technician
aircraft gas turbine engine overhaul technician;exactMatch;aircraft gas turbine engine overhaul technician
aircraft engine specialist;exactMatch;aircraft engine specialist
software developer;exactMatch;software developer
collection manager;exactMatch;collection manager
data quality specialist;exactMatch;data quality specialist
software and applications developers and analysts not elsewhere classified;exactMatch;software and applications developers and analysts not elsewhere classified
fight director;exactMatch;fight director
location manager;exactMatch;location manager
mask maker;exactMatch;mask maker
theatre technician;exactMatch;theatre technician
pyrotechnician;exactMatch;pyrotechnician
extra;exactMatch;extra
assistant stage director;exactMatch;assistant stage director
assistant video and motion picture director;exactMatch;assistant video and motion picture director
performance flying director;exactMatch;performance flying director
stand-in;exactMatch;stand-in
pyrotechnic designer;exactMatch;pyrotechnic designer
performance lighting technician;exactMatch;performance lighting technician
other artistic and cultural associate professionals;exactMatch;other artistic and cultural associate professionals
stunt performer;exactMatch;stunt performer
railway electronic technician;exactMatch;railway electronic technician
consumer electronics repair technician;exactMatch;consumer electronics repair technician
office equipment repair technician;exactMatch;office equipment repair technician
vehicle electronics installer;exactMatch;vehicle electronics installer
avionics technician;exactMatch;avionics technician
marine electronics technician;exactMatch;marine electronics technician
smart home installer ;exactMatch;smart home installer 
electronics mechanics and servicers;exactMatch;electronics mechanics and servicers
career guidance advisor;exactMatch;career guidance advisor
occupational analyst;exactMatch;occupational analyst
employment and vocational integration consultant;exactMatch;employment and vocational integration consultant
labour relations officer;exactMatch;labour relations officer
recruitment consultant;exactMatch;recruitment consultant
human resources officer;exactMatch;human resources officer
atm repair technician;exactMatch;atm repair technician
personnel and careers professionals;exactMatch;personnel and careers professionals
prop maker;exactMatch;prop maker
prop master/prop mistress;exactMatch;prop master/prop mistress
aquaculture production manager;exactMatch;aquaculture production manager
aquaculture husbandry manager;exactMatch;aquaculture husbandry manager
aquaculture and fisheries production managers;exactMatch;aquaculture and fisheries production managers
trolley bus driver;exactMatch;trolley bus driver
tram driver;exactMatch;tram driver
bus driver;exactMatch;bus driver
bus and tram drivers;exactMatch;bus and tram drivers
harpsichord maker;exactMatch;harpsichord maker
organ builder;exactMatch;organ builder
piano maker;exactMatch;piano maker
musical instrument technician;exactMatch;musical instrument technician
membranophone musical instruments maker;exactMatch;membranophone musical instruments maker
instrument technician;exactMatch;instrument technician
script supervisor;exactMatch;script supervisor
stringed musical instrument maker;exactMatch;stringed musical instrument maker
idiophone musical instruments maker;exactMatch;idiophone musical instruments maker
keyboard musical instrument maker;exactMatch;keyboard musical instrument maker
musical instrument makers and tuners;exactMatch;musical instrument makers and tuners
intelligent lighting engineer;exactMatch;intelligent lighting engineer
audio production technician;exactMatch;audio production technician
broadcasting programme director;exactMatch;broadcasting programme director
stage manager;exactMatch;stage manager
dresser;exactMatch;dresser
prompter;exactMatch;prompter
body artist;exactMatch;body artist
automated fly bar operator;exactMatch;automated fly bar operator
head of workshop;exactMatch;head of workshop
media integration operator;exactMatch;media integration operator
wind musical instrument maker;exactMatch;wind musical instrument maker
aquaculture harvesting manager;exactMatch;aquaculture harvesting manager
forestry equipment operator;exactMatch;forestry equipment operator
land-based machinery supervisor;exactMatch;land-based machinery supervisor
textile dyeing technician;exactMatch;textile dyeing technician
textile finishing machine operator;exactMatch;textile finishing machine operator
finishing textile technician;exactMatch;finishing textile technician
bleaching, dyeing and fabric cleaning machine operators;exactMatch;bleaching, dyeing and fabric cleaning machine operators
visual arts teacher;exactMatch;visual arts teacher
photography teacher;exactMatch;photography teacher
dance teacher;exactMatch;dance teacher
circus arts teacher;exactMatch;circus arts teacher
arts education officer;exactMatch;arts education officer
drama teacher;exactMatch;drama teacher
other arts teachers;exactMatch;other arts teachers
news anchor;exactMatch;news anchor
presenter;exactMatch;presenter
textile dyer;exactMatch;textile dyer
audio describer;exactMatch;audio describer
clay kiln burner;exactMatch;clay kiln burner
glass polisher;exactMatch;glass polisher
dry press operator;exactMatch;dry press operator
auger press operator;exactMatch;auger press operator
fibre machine tender;exactMatch;fibre machine tender
kiln firer;exactMatch;kiln firer
drawing kiln operator;exactMatch;drawing kiln operator
brick and tile caster;exactMatch;brick and tile caster
glass forming machine operator;exactMatch;glass forming machine operator
glass annealer;exactMatch;glass annealer
glass and ceramics plant operators;exactMatch;glass and ceramics plant operators
digital literacy teacher;exactMatch;digital literacy teacher
ict trainer;exactMatch;ict trainer
announcers on radio, television and other media;exactMatch;announcers on radio, television and other media
land-based machinery operator;exactMatch;land-based machinery operator
astrologers, fortune-tellers and related workers;exactMatch;astrologers, fortune-tellers and related workers
psychic;exactMatch;psychic
mobile farm and forestry plant operators;exactMatch;mobile farm and forestry plant operators
electronic equipment inspector;exactMatch;electronic equipment inspector
consumer goods inspector;exactMatch;consumer goods inspector
aircraft assembly inspector;exactMatch;aircraft assembly inspector
vessel assembly inspector;exactMatch;vessel assembly inspector
rolling stock assembly inspector;exactMatch;rolling stock assembly inspector
motor vehicle assembly inspector;exactMatch;motor vehicle assembly inspector
electrical equipment inspector;exactMatch;electrical equipment inspector
non-destructive testing specialist;exactMatch;non-destructive testing specialist
product grader;exactMatch;product grader
printed circuit board test technician;exactMatch;printed circuit board test technician
product quality inspector;exactMatch;product quality inspector
control panel tester;exactMatch;control panel tester
medium;exactMatch;medium
battery test technician;exactMatch;battery test technician
automotive test driver;exactMatch;automotive test driver
veneer grader;exactMatch;veneer grader
product quality controller;exactMatch;product quality controller
product assembly inspector;exactMatch;product assembly inspector
product graders and testers (excluding foods and beverages);exactMatch;product graders and testers (excluding foods and beverages)
coffee taster;exactMatch;coffee taster
farm milk controller;exactMatch;farm milk controller
master coffee roaster;exactMatch;master coffee roaster
malt master;exactMatch;malt master
food grader;exactMatch;food grader
food and beverage tasters and graders;exactMatch;food and beverage tasters and graders
astrologer;exactMatch;astrologer
fortune teller;exactMatch;fortune teller
automated optical inspection operator;exactMatch;automated optical inspection operator
ict auditor manager;exactMatch;ict auditor manager
human resource managers;exactMatch;human resource managers
employee volunteering programme coordinator;exactMatch;employee volunteering programme coordinator
power production plant operator;exactMatch;power production plant operator
offshore renewable energy plant operator;exactMatch;offshore renewable energy plant operator
onshore wind farm technician;exactMatch;onshore wind farm technician
power production plant operators;exactMatch;power production plant operators
mortgage loan underwriter;exactMatch;mortgage loan underwriter
loan officer;exactMatch;loan officer
credit risk analyst;exactMatch;credit risk analyst
student financial support coordinator;exactMatch;student financial support coordinator
credit adviser;exactMatch;credit adviser
bank account manager;exactMatch;bank account manager
credit manager;exactMatch;credit manager
credit and loans officers;exactMatch;credit and loans officers
footwear cad patternmaker;exactMatch;footwear cad patternmaker
business services agents not elsewhere classified;exactMatch;business services agents not elsewhere classified
orthopaedic footwear technician;exactMatch;orthopaedic footwear technician
shoe repairer;exactMatch;shoe repairer
footwear hand sewer;exactMatch;footwear hand sewer
footwear 3d developer;exactMatch;footwear 3d developer
hand lasting operator;exactMatch;hand lasting operator
bespoke footwear technician;exactMatch;bespoke footwear technician
leather goods manual operator;exactMatch;leather goods manual operator
shoemaker;exactMatch;shoemaker
shoemakers and related workers;exactMatch;shoemakers and related workers
chief executive officer;exactMatch;chief executive officer
animal facility manager;exactMatch;animal facility manager
chief operating officer;exactMatch;chief operating officer
public employment service manager;exactMatch;public employment service manager
social entrepreneur;exactMatch;social entrepreneur
footwear patternmaker;exactMatch;footwear patternmaker
managing directors and chief executives;exactMatch;managing directors and chief executives
advertising sales agent;exactMatch;advertising sales agent
talent agent;exactMatch;talent agent
investment adviser;exactMatch;investment adviser
business valuer;exactMatch;business valuer
personal trust officer;exactMatch;personal trust officer
public funding advisor;exactMatch;public funding advisor
corporate risk manager;exactMatch;corporate risk manager
investment fund manager;exactMatch;investment fund manager
corporate banking manager;exactMatch;corporate banking manager
financial planner;exactMatch;financial planner
venture capitalist;exactMatch;venture capitalist
financial risk manager;exactMatch;financial risk manager
programme funding manager;exactMatch;programme funding manager
financial and investment advisers;exactMatch;financial and investment advisers
game keeper;exactMatch;game keeper
publishing rights manager;exactMatch;publishing rights manager
crowd controller;exactMatch;crowd controller
coastguard watch officer;exactMatch;coastguard watch officer
crossing guard;exactMatch;crossing guard
civil enforcement officer;exactMatch;civil enforcement officer
life guard;exactMatch;life guard
aircraft marshaller;exactMatch;aircraft marshaller
emergency response worker;exactMatch;emergency response worker
animal welfare inspector;exactMatch;animal welfare inspector
protective services workers not elsewhere classified;exactMatch;protective services workers not elsewhere classified
intellectual property consultant;exactMatch;intellectual property consultant
relocation officer;exactMatch;relocation officer
promoter;exactMatch;promoter
auctioneer;exactMatch;auctioneer
tourism contract negotiator;exactMatch;tourism contract negotiator
street warden;exactMatch;street warden
volunteer manager;exactMatch;volunteer manager
electronic musical instrument maker;exactMatch;electronic musical instrument maker
semiconductor processor;exactMatch;semiconductor processor
glass artist;exactMatch;glass artist
sculptor;exactMatch;sculptor
printmaker;exactMatch;printmaker
visual artists;exactMatch;visual artists
production plant crane operator;exactMatch;production plant crane operator
mobile crane operator;exactMatch;mobile crane operator
container crane operator;exactMatch;container crane operator
automated cable vehicle controller;exactMatch;automated cable vehicle controller
tower crane operator;exactMatch;tower crane operator
crane, hoist and related plant operators;exactMatch;crane, hoist and related plant operators
social care worker;exactMatch;social care worker
crisis helpline operator;exactMatch;crisis helpline operator
volunteer mentor;exactMatch;volunteer mentor
conceptual artist;exactMatch;conceptual artist
life coach;exactMatch;life coach
social work assistant;exactMatch;social work assistant
social work associate professionals;exactMatch;social work associate professionals
intercultural communication consultant;exactMatch;intercultural communication consultant
public relations officer;exactMatch;public relations officer
public affairs consultant;exactMatch;public affairs consultant
election agent;exactMatch;election agent
activism officer;exactMatch;activism officer
political party agent;exactMatch;political party agent
political campaign officer;exactMatch;political campaign officer
online community manager;exactMatch;online community manager
fundraising manager;exactMatch;fundraising manager
public relations professionals;exactMatch;public relations professionals
human resources manager;exactMatch;human resources manager
legal guardian;exactMatch;legal guardian
battery assembler;exactMatch;battery assembler
art restorer;exactMatch;art restorer
storyboard artist;exactMatch;storyboard artist
electromechanical equipment assembler;exactMatch;electromechanical equipment assembler
printed circuit board assembler;exactMatch;printed circuit board assembler
photographic equipment assembler;exactMatch;photographic equipment assembler
optical instrument repairer;exactMatch;optical instrument repairer
precision instrument assembler;exactMatch;precision instrument assembler
surgical instrument maker;exactMatch;surgical instrument maker
watch and clock repairer;exactMatch;watch and clock repairer
optical instrument assembler;exactMatch;optical instrument assembler
clock and watchmaker;exactMatch;clock and watchmaker
precision-instrument makers and repairers;exactMatch;precision-instrument makers and repairers
sound editor;exactMatch;sound editor
sound mastering engineer;exactMatch;sound mastering engineer
recording studio technician;exactMatch;recording studio technician
artistic painter;exactMatch;artistic painter
boom operator;exactMatch;boom operator
sound designer;exactMatch;sound designer
video technician;exactMatch;video technician
performance video operator;exactMatch;performance video operator
camera operator;exactMatch;camera operator
performance rental technician;exactMatch;performance rental technician
sound operator;exactMatch;sound operator
plate glass installer;exactMatch;plate glass installer
vehicle glazier;exactMatch;vehicle glazier
glaziers;exactMatch;glaziers
ceramicist;exactMatch;ceramicist
video artist;exactMatch;video artist
drawing artist;exactMatch;drawing artist
cartoonist;exactMatch;cartoonist
projectionist;exactMatch;projectionist
elementary occupations;exactMatch;elementary occupations
rental employee water transport equipment;exactMatch;rental employee water transport equipment
food preparation assistants;exactMatch;food preparation assistants
probation worker;exactMatch;probation worker
judge at the supreme court;exactMatch;judge at the supreme court
medical secretariat receptionist;exactMatch;medical secretariat receptionist
window fitter;exactMatch;window fitter
medical imaging and radiation specialist;exactMatch;medical imaging and radiation specialist
purser;exactMatch;purser
construction project manager;exactMatch;construction project manager
pricing analyst;exactMatch;pricing analyst
planning engineer leather production;exactMatch;planning engineer leather production
industrial production technician;exactMatch;industrial production technician
sailing instructor;exactMatch;sailing instructor
vocational transport technology teacher;exactMatch;vocational transport technology teacher
security officer;exactMatch;security officer
social worker probation officer;exactMatch;social worker probation officer
assistant-podologist;exactMatch;assistant-podologist
oil refining engineer;exactMatch;oil refining engineer
personnel officer;exactMatch;personnel officer
presser;exactMatch;presser
ironer;exactMatch;ironer
furrier;exactMatch;furrier
leather goods pattern maker;exactMatch;leather goods pattern maker
cad pattern maker leather goods;exactMatch;cad pattern maker leather goods
footwear pattern maker;exactMatch;footwear pattern maker
cad footwear pattern maker;exactMatch;cad footwear pattern maker
pattern designer ready-to-wear;exactMatch;pattern designer ready-to-wear
digital pattern maker;exactMatch;digital pattern maker
grader;exactMatch;grader
cad pattern maker ready-to-wear;exactMatch;cad pattern maker ready-to-wear
poultry farmer;exactMatch;poultry farmer
cad pattern designer;exactMatch;cad pattern designer
leisure supervisor;exactMatch;leisure supervisor
outdoor activities assistant;exactMatch;outdoor activities assistant
passenger ship steward;exactMatch;passenger ship steward
spa assistant;exactMatch;spa assistant
poster fitter;exactMatch;poster fitter
brochure deliverer;exactMatch;brochure deliverer
automotive engine assembly technician;exactMatch;automotive engine assembly technician
motorbike assembly technician;exactMatch;motorbike assembly technician
vehicle assembly manager;exactMatch;vehicle assembly manager
plastics and rubber production manager;exactMatch;plastics and rubber production manager
manager retail promotions;exactMatch;manager retail promotions
motor vehicle after sales manager;exactMatch;motor vehicle after sales manager
reservation manager;exactMatch;reservation manager
driving instructor truck;exactMatch;driving instructor truck
driving instructor for motorbikes;exactMatch;driving instructor for motorbikes
outdoor coordinator;exactMatch;outdoor coordinator
driving instructor bus;exactMatch;driving instructor bus
book conservator;exactMatch;book conservator
remedial teacher;exactMatch;remedial teacher
tour guide;exactMatch;tour guide
forensic accountant;exactMatch;forensic accountant
public accountant;exactMatch;public accountant
director air scenes;exactMatch;director air scenes
director of fight scenes;exactMatch;director of fight scenes
director of video and cinema films;exactMatch;director of video and cinema films
waste sorter;exactMatch;waste sorter
recycling employee;exactMatch;recycling employee
waste incinerator operations technician;exactMatch;waste incinerator operations technician
secondary school director;exactMatch;secondary school director
outdoor instructor;exactMatch;outdoor instructor
rattan furniture maker;exactMatch;rattan furniture maker
ship rigger;exactMatch;ship rigger
private driver;exactMatch;private driver
employment agency;exactMatch;employment agency
maintenance engineer;exactMatch;maintenance engineer
big-data archive librarian;exactMatch;big-data archive librarian
regulatory affairs officer;exactMatch;regulatory affairs officer
machine assembly manager;exactMatch;machine assembly manager
grants consultant;exactMatch;grants consultant
subsidy coordinator;exactMatch;subsidy coordinator
electronics production leader;exactMatch;electronics production leader
head of electrical equipment production;exactMatch;head of electrical equipment production
wood assembly coordinator;exactMatch;wood assembly coordinator
machine assembly coordinator;exactMatch;machine assembly coordinator
head of gaming compliance and information security;exactMatch;head of gaming compliance and information security
legal adviser;exactMatch;legal adviser
market and street trader;exactMatch;market and street trader
hospital and operations planner;exactMatch;hospital and operations planner
process technician;exactMatch;process technician
blood collection assistant;exactMatch;blood collection assistant
hobby shop manager;exactMatch;hobby shop manager
white goods shop manager;exactMatch;white goods shop manager
director of educational institution;exactMatch;director of educational institution
vocational reception teacher;exactMatch;vocational reception teacher
student supervisor;exactMatch;student supervisor
teaching assistant secondary school;exactMatch;teaching assistant secondary school
manager multimedia shop;exactMatch;manager multimedia shop
cemetery employee;exactMatch;cemetery employee
music shop manager;exactMatch;music shop manager
aquaculture business manager;exactMatch;aquaculture business manager
geotechnical engineer;exactMatch;geotechnical engineer
geologist engineer;exactMatch;geologist engineer
terminal care assistant;exactMatch;terminal care assistant
parking inspector;exactMatch;parking inspector
secondary school classical languages teacher;exactMatch;secondary school classical languages teacher
material tester technician;exactMatch;material tester technician
orthopaedic shoemaker;exactMatch;orthopaedic shoemaker
social pedagogical assistant;exactMatch;social pedagogical assistant
forestry executive;exactMatch;forestry executive
optician specialist;exactMatch;optician specialist
optical shop manager;exactMatch;optical shop manager
teaching assistant primary education;exactMatch;teaching assistant primary education
